1|1.5e-05
2|1.1e-05
2|1.1e-05
2|1.2e-05
2|1.7e-05
2|1.1e-05
2|1.1e-05
2|1.2e-05
2|1.2e-05
2|1.3e-05
2|1e-05
2|1.1e-05
2|1.6e-05
2|1.2e-05
2|1.4e-05
2|1.3e-05
2|1e-05
2|1.2e-05
2|1.7e-05
2|1.4e-05
5|1.4e-05
2|1e-05
2|1.2e-05
2|1e-05
2|1.2e-05
2|1e-05
2|1.5e-05
2|1e-05
2|1.1e-05
2|1.4e-05
2|1.9e-05
2|1.6e-05
2|1.1e-05
2|1e-05
2|1.8e-05
2|1e-05
2|1e-05
2|1e-05
2|1e-05
2|1.1e-05
5|9.7e-05
2|1.4e-05
2|1.7e-05
2|1.4e-05
2|1.1e-05
2|1e-05
2|9e-06
2|1e-05
2|1e-05
2|1.1e-05
2|1e-05
2|1e-05
2|1e-05
2|9e-06
2|9e-06
2|1e-05
2|1e-05
2|1e-05
2|1.1e-05
2|1.1e-05
5|3.8e-05
2|1e-05
2|1e-05
2|9e-06
2|1e-05
2|8e-06
2|1e-05
2|1e-05
2|9e-06
2|1e-05
2|1e-05
2|1e-05
2|9e-06
2|1e-05
2|1.1e-05
2|9e-06
2|9e-06
2|9e-06
2|9e-06
2|1.1e-05
5|2.6e-05
2|9e-06
2|1.1e-05
2|1e-05
2|9e-06
2|1e-05
2|1e-05
2|9e-06
2|1e-05
2|1e-05
2|1.1e-05
2|1e-05
2|1e-05
2|1.1e-05
2|1e-05
2|9e-06
2|9e-06
2|9e-06
2|1e-05
2|9e-06
5|2.9e-05
2|1e-05
2|1.1e-05
2|8e-06
2|1e-05
2|1e-05
2|9e-06
2|1e-05
2|9e-06
2|9e-06
2|9e-06
2|1e-05
2|1e-05
2|1.1e-05
2|1.1e-05
2|1e-05
2|9e-06
2|9e-06
2|9e-06
2|1e-05
5|4.6e-05
2|2.5e-05
3|7e-06
2|9e-06
2|1e-05
2|8e-06
2|9e-06
3|1e-05
2|7e-06
2|1e-05
3|1.1e-05
2|1.1e-05
3|2.7e-05
2|1.1e-05
2|8e-06
2|2.4e-05
2|9e-06
2|1e-05
2|9e-06
2|2.9e-05
5|5.5e-05
2|9e-06
2|9e-06
2|9e-06
2|1e-05
2|9e-06
2|1e-05
3|1.3e-05
2|1.1e-05
2|1.1e-05
2|9e-06
2|9e-06
2|1e-05
2|1e-05
2|9e-06
2|7e-06
2|1e-05
2|1.5e-05
2|7e-06
2|9e-06
5|0.000646
2|1e-05
1|2.1e-05
2|1.2e-05
2|1.5e-05
3|9e-06
3|1.1e-05
2|1e-05
2|2.7e-05
2|1e-05
2|1.5e-05
2|8e-06
2|8e-06
3|2.5e-05
2|1.1e-05
2|1e-05
2|1.6e-05
2|7e-06
3|1.2e-05
3|1.9e-05
5|9.9e-05
3|1.3e-05
2|1.1e-05
3|1.7e-05
2|2.2e-05
2|2.4e-05
2|2.4e-05
2|7e-06
3|2.7e-05
2|8e-06
3|2.9e-05
2|1.1e-05
2|8e-06
2|1.3e-05
2|8e-06
3|1.4e-05
2|5.6e-05
3|8.2e-05
2|2.6e-05
2|1e-05
6|0.000366
2|7e-06
2|2.8e-05
3|2.6e-05
2|7e-06
2|7e-06
2|1.4e-05
2|2.2e-05
3|2.4e-05
2|8e-06
2|8e-06
3|9e-06
2|8e-06
3|9e-06
2|2.6e-05
3|3.4e-05
2|8e-06
2|2.1e-05
3|2.5e-05
2|7e-06
4|5.2e-05
2|1.1e-05
2|2.9e-05
2|2.5e-05
2|9e-06
2|7e-06
2|3e-05
3|2.1e-05
2|1.8e-05
2|7e-06
3|2.6e-05
2|9e-06
3|2.9e-05
2|8e-06
2|7e-06
3|1.8e-05
2|9e-06
2|7e-06
